usuario,location,latitud,longitud
vimaguaz,"Saraguro, Loja, Ecuador",-3.65,-79.25
OliverEfrenVid6,"Zapotillo, Loja, Ecuador",-4.22038,-80.32116
kathiG91,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Majo7323,"Pastaza, Ecuador",-1.66667,-76.83333
kaita_bb,"Loja, Ecuador",-3.99313,-79.20422
LuzHaroG,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
DaniloAven,"Loja, Ecuador",-3.99313,-79.20422
JachES8,Ecuador,-1.25,-78.25
JesusTito17,Ecuador,-1.25,-78.25
Jorge_Macas77,"Loja, Ecuador",-3.99313,-79.20422
cordilleraloja,"Loja, Ecuador",-3.99313,-79.20422
DavidZunigaR_,"Loja, Ecuador",-3.99313,-79.20422
RobertoAndresCG,"Loja, Ecuador",-3.99313,-79.20422
eerssaoficial,"Loja, Ecuador",-3.99313,-79.20422
techita322,Ecuador,-1.25,-78.25
pagetosil,"Loja, Ecuador",-3.99313,-79.20422
CNELoja,"Loja, Ecuador",-3.99313,-79.20422
Pippen9,"Loja, Ecuador",-3.99313,-79.20422
josecuevae_,"Loja, Ecuador",-3.99313,-79.20422
TaLi_oO,"Loja, Ecuador",-3.99313,-79.20422
AomeSan,"Loja, Ecuador",-3.99313,-79.20422
bvmalo,"Loja, Ecuador",-3.99313,-79.20422
CarlaOligo,Ecuador,-1.25,-78.25
AlipioSalina,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Fredy_Crespo,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
vichetorres79,"Loja, Ecuador",-3.99313,-79.20422
gaalbupe,"Loja, Ecuador",-3.99313,-79.20422
MaritaMonteros,"Loja, Ecuador",-3.99313,-79.20422
gm_15,"Loja, Ecuador",-3.99313,-79.20422
alitoC10,"Loja, Ecuador",-3.99313,-79.20422
tatyflores5,"Celica, Loja, Ecuador",-4.15536,-80.00725
leydimaricela,"Loja, Ecuador",-3.99313,-79.20422
vkaterine2,"Loja, Ecuador",-3.99313,-79.20422
raficoalvarado,Ecuador,-1.25,-78.25
Huirachuro,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
yayita89ec,"Loja, Ecuador",-3.99313,-79.20422
GorkyMiguel,"Loja, Ecuador",-3.99313,-79.20422
MariaJepaluka,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
DnisseEspinoza,"Loja, Ecuador",-3.99313,-79.20422
Fernand74395203,"Paquisha, Ecuador",-3.93299,-78.67722
studiodaniel,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
turulitass,Ecuador,-1.25,-78.25
luishumb72,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
elisarango,Ecuador,-1.25,-78.25
educontinuaUTPL,"Loja, Ecuador",-3.99313,-79.20422
LACR_TECSERLED,"Loja, Ecuador",-3.99313,-79.20422
masharosnews,Ecuador,-1.25,-78.25
chpolitica,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
KarlosPatio,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
ljr_loor,"Chinchipe, Zamora Chinchipe, Ecuador",-4.25,-78.83333
goberzamora,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
thuesmon,"Loja, Ecuador",-3.99313,-79.20422
UTPLAlumni,"Loja, Ecuador",-3.99313,-79.20422
franciscoj5cs,"Loja, Ecuador",-3.99313,-79.20422
nethjanedapi,"Loja, Ecuador",-3.99313,-79.20422
lennacordova,"Loja, Ecuador",-3.99313,-79.20422
VinicioPalacioV,"Loja, Ecuador",-3.99313,-79.20422
Luis_ParedesCor,"Loja, Ecuador",-3.99313,-79.20422
marthi_hidalgo,"Machala, El Oro, Ecuador",-3.25861,-79.96053
VivaDeporte,"Loja, Ecuador",-3.99313,-79.20422
Zona7Sur,Ecuador,-1.25,-78.25
GADCatamayo,"Catamayo, Loja, Ecuador",-4,-79.36667
CumandaTene,Ecuador,-1.25,-78.25
danielvasconez9,"Loja, Ecuador",-3.99313,-79.20422
PilaruQUis,Ecuador,-1.25,-78.25
HugoCordovaGuer,Ecuador,-1.25,-78.25
DiegoBarrazuet1,"Tena, Napo, Ecuador",-0.9938,-77.81286
dohnkan,"Loja, Ecuador",-3.99313,-79.20422
MaferRuizI,"Loja, Ecuador",-3.99313,-79.20422
kdiazyepez,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
susanasotomayo4,"Santo Domingo, Ecuador",-0.25305,-79.17536
tuliocburneo,"Loja, Ecuador",-3.99313,-79.20422
EdysonTi,"Loja, Ecuador",-3.99313,-79.20422
PepitoDavila,"Catacocha, Loja, Ecuador",-4.04974,-79.64944
easy_english_L1,"Loja, Ecuador",-3.99313,-79.20422
kponce29,Ecuador,-1.25,-78.25
kwtambo,"Loja, Ecuador",-3.99313,-79.20422
AlexGualanVega,"Caravaca de la Cruz, Murcia, España",38.04838,-1.9635
FundacionCaje,"Loja, Ecuador",-3.99313,-79.20422
katyvivar,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
williamortega16,"Loja, Ecuador",-3.99313,-79.20422
juanca_fiallo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
MaribelPathy,"Loja, Ecuador",-3.99313,-79.20422
BERTHAMORALESC,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
karito_rosales,Ecuador,-1.25,-78.25
Quindevive,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
cesitarloja,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
CNEGalapagos,"San Cristobal, Galápagos, Ecuador",-0.91021,-89.61745
jsantiagozumba,"Loja, Ecuador",-3.99313,-79.20422
SARZOSA21,"Loja, Ecuador",-3.99313,-79.20422
AngelCardenasC5,"Celica, Loja, Ecuador",-4.15536,-80.00725
JorgeMichaelOr1,"Loja, Ecuador",-3.99313,-79.20422
Rebeca06511747,"Loja, Ecuador",-3.99313,-79.20422
1WilsonGonzalez,"Machala, El Oro, Ecuador",-3.25861,-79.96053
marycistica,"Loja, Ecuador",-3.99313,-79.20422
karinabeta,"Loja, Ecuador",-3.99313,-79.20422
jfdguerrero,"Espíndola, Loja, Ecuador",-4.6,-79.41667
Leonard93660710,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
camilofago,"Loja, Ecuador",-3.99313,-79.20422
paola_abad,"Loja, Ecuador",-3.99313,-79.20422
calvatoledo27,"Santa Rosa, El Oro, Ecuador",-3.44385,-80.00982
natygp90,"Loja, Ecuador",-3.99313,-79.20422
yangenash,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
MarioAlvaradoEc,"Esmeraldas, Ecuador",0.9592,-79.65397
gonzaloquito95,"Loja, Ecuador",-3.99313,-79.20422
KimSolorzanoZ,"Manta, Manabí, Ecuador",-0.96212,-80.71271
nicolasgrijalvb,"Aeropuerto Internacional Mariscal Sucre, Quito, Ecuador",-0.11956,-78.35518
Cordoba100Ec,Ecuador,-1.25,-78.25
FranciscoCando1,"Loja, Ecuador",-3.99313,-79.20422
DannyGrand17,"Loja, Ecuador",-3.99313,-79.20422
pgrockgo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CristianRengelj,"Loja, Ecuador",-3.99313,-79.20422
yosoyestefania1,Ecuador,-1.25,-78.25
SammyGordillo,"Barcelona, España",41.38879,2.15899
JuniorSamaniego,Ecuador,-1.25,-78.25
Cristhyn3000,Ecuador,-1.25,-78.25
CesarrRuizz,"Macará, Loja, Ecuador",-4.38181,-79.9437
Ignacio96519462,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
carfertor,"Loja, Ecuador",-3.99313,-79.20422
MirandaAroca,"Kiev, Ucrania",50.45466,30.5238
LorenaChambaJ,Ecuador,-1.25,-78.25
conza_s,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
jazcor12,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CristobalMocha,"Loja, Ecuador",-3.99313,-79.20422
Wilson_p_dj,"El Oro, Ecuador",-3.25861,-79.96053
jorgebtt11,"Loja, Ecuador",-3.99313,-79.20422
jhona0285,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
jz_rigo,"Loja, Ecuador",-3.99313,-79.20422
yu19800328,"Loja, Ecuador",-3.99313,-79.20422
patapekines,"Loja, Ecuador",-3.99313,-79.20422
MaricelaTorrest,"Loja, Ecuador",-3.99313,-79.20422
marcheloml,"Loja, Ecuador",-3.99313,-79.20422
manuelmax,"Loja, Ecuador",-3.99313,-79.20422
MarcoCorrea7,"Loja, Ecuador",-3.99313,-79.20422
pauta_dario,Ecuador,-1.25,-78.25
F_FProducciones,"Loja, Ecuador",-3.99313,-79.20422
CristianArias83,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
Amanda04937699,"Loja, Ecuador",-3.99313,-79.20422
U_NacionalLoja,"Loja, Ecuador",-3.99313,-79.20422
AsanzYaneth,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
Greytrelles,"Loja, Ecuador",-3.99313,-79.20422
Apolo_Rosado17,Ecuador,-1.25,-78.25
LorenaNeiraT,"Esmeraldas, Ecuador",0.9592,-79.65397
alfredo1guiller,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
tp_tacamoros,Ecuador,-1.25,-78.25
InmoCovin,"Loja, Ecuador",-3.99313,-79.20422
aly_1250,"Loja, Ecuador",-3.99313,-79.20422
ximealito,"Loja, Ecuador",-3.99313,-79.20422
paolarengelv,Ecuador,-1.25,-78.25
VanessaChalco,"Loja, Ecuador",-3.99313,-79.20422
nathgh_,Ecuador,-1.25,-78.25
CNEChimborazo,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
puchito91,Ecuador,-1.25,-78.25
marcelo_merchan,Ecuador,-1.25,-78.25
joseluisbsc9,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
hostelaslagunas,"Loja, Ecuador",-3.99313,-79.20422
CNEPastaza_,"Puyo, Pastaza, Ecuador",-1.48369,-78.00257
tpcisne,"Loja, Ecuador",-3.99313,-79.20422
CoronelKarolay,"Loja, Ecuador",-3.99313,-79.20422
diegosaltos395,"Loja, Ecuador",-3.99313,-79.20422
macisnelarrea,"Loja, Ecuador",-3.99313,-79.20422
maribelban2,"Loja, Ecuador",-3.99313,-79.20422
j053fabricio,"Loja, Ecuador",-3.99313,-79.20422
JaimeCalderonO2,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
tamaralandivar,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
TenenciaZ,"Zambi, Catamayo, Loja, Ecuador",-3.94235,-79.50905
mayraherreraj,"Loja, Ecuador",-3.99313,-79.20422
PaolaGahona,Ecuador,-1.25,-78.25
OscarVeraEspin1,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
AirsoftLoja,"Loja, Ecuador",-3.99313,-79.20422
dujos1903,"Huaquillas, El Oro, Ecuador",-3.47523,-80.23084
1969ernesto,"Loja, Ecuador",-3.99313,-79.20422
shenoa1981,"Machala, El Oro, Ecuador",-3.25861,-79.96053
magnaf2,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
katerin_amijos,Ecuador,-1.25,-78.25
Susana_Cll,Ecuador,-1.25,-78.25
Vanedrz,"Manta, Manabí, Ecuador",-0.96212,-80.71271
posarango,"Loja, Ecuador",-3.99313,-79.20422
vivi19rojas,"Loja, Ecuador",-3.99313,-79.20422
JPMacara,"Macará, Loja, Ecuador",-4.38181,-79.9437
ElizabethRamn,"Loja, Ecuador",-3.99313,-79.20422
rpabelm,"Loja, Ecuador",-3.99313,-79.20422
KarlaCarrionV,"Loja, Ecuador",-3.99313,-79.20422
nealmeid,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
alearjona346,Ecuador,-1.25,-78.25
CisneTorres3,"Loja, Ecuador",-3.99313,-79.20422
Jencarlos90,"Loja, Ecuador",-3.99313,-79.20422
judainbsc,"Loja, Ecuador",-3.99313,-79.20422
danilobgonzales,"Loja, Ecuador",-3.99313,-79.20422
ruthgonzagav,"Loja, Ecuador",-3.99313,-79.20422
MaraBelnAguirr3,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
abog_flores,"Loja, Ecuador",-3.99313,-79.20422
claudiaroxanao,"Loja, Ecuador",-3.99313,-79.20422
fermug23,"Loja, Ecuador",-3.99313,-79.20422
RobertoA1990,"Loja, Ecuador",-3.99313,-79.20422
escvicenteaguir,"Loja, Ecuador",-3.99313,-79.20422
patricioruizd,Ecuador,-1.25,-78.25
AlejandroCriol2,"Macas, Morona Santiago, Ecuador",-2.30868,-78.11135
MariaEu22747616,Ecuador,-1.25,-78.25
Silavi86,"Calceta, Manabí, Ecuador",-0.84582,-80.16389
fyepezcadena,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
cnecarchi,"Tulcán, Carchi, Ecuador",0.81187,-77.71727
rengelito1979,"Loja, Ecuador",-3.99313,-79.20422
lojaconpatricia,"Loja, Ecuador",-3.99313,-79.20422
CNEEsmeraldas,"Esmeraldas, Ecuador",0.9592,-79.65397
carlosmedinav77,Ecuador,-1.25,-78.25
cnegobec,Ecuador,-1.25,-78.25
habitat_decora,"Loja, Ecuador",-3.99313,-79.20422
tronkitoruiz,"Yacuambi, Zamora Chinchipe, Ecuador",-3.66667,-78.91667
SiguemeLoja,"Loja, Ecuador",-3.99313,-79.20422
ilvarjaramillo,"Loja, Ecuador",-3.99313,-79.20422
FrancisDjs,"Loja, Ecuador",-3.99313,-79.20422
santymlo,"Loja, Ecuador",-3.99313,-79.20422
Cultura_Ec,Ecuador,-1.25,-78.25
gabo_ldu,"Loja, Ecuador",-3.99313,-79.20422
camila_rojs,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Roland_Zam,"Bahía de Caráquez, Sucre, Manabí, Ecuador",-0.59792,-80.42367
SuarzDiego,"Loja, Ecuador",-3.99313,-79.20422
LeoFloresMoreno,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
ivanova_fuertes,"Loja, Ecuador",-3.99313,-79.20422
TelmoJaramillo,"Loja, Ecuador",-3.99313,-79.20422
Rubenchito_Ec,"Machala, El Oro, Ecuador",-3.25861,-79.96053
malagarcia22,"Loja, Ecuador",-3.99313,-79.20422
litogonzalez13,"Loja, Ecuador",-3.99313,-79.20422
JorgeAguirreM2,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
ReneAazco,"Loja, Ecuador",-3.99313,-79.20422
karenanahic,"Loja, Ecuador",-3.99313,-79.20422
MinturZonal7,Ecuador,-1.25,-78.25
Eddierolling14,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
joshleew12,"Loja, Ecuador",-3.99313,-79.20422
alvarolopezq,"Loja, Ecuador",-3.99313,-79.20422
Pashit_07,"Loja, Ecuador",-3.99313,-79.20422
AngelGrandaF,"Alamor, Puyango, Loja, Ecuador",-4.01847,-80.02141
diegonivicela,"Catamayo, Loja, Ecuador",-4,-79.36667
mnavitas,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
elJulioRuiz,"Loja, Ecuador",-3.99313,-79.20422
DKritoHS,"Loja, Ecuador",-3.99313,-79.20422
diego77yucailla,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
claubea16santy,"San Lucas, Loja, Ecuador",-3.7484,-79.2416
juanmaitach,"Loja, Ecuador",-3.99313,-79.20422
marlonchiri3,"Catamayo, Loja, Ecuador",-4,-79.36667
pregonerodelgol,Ecuador,-1.25,-78.25
SerieB_Ec,Ecuador,-1.25,-78.25
angeles1392,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
dunytha,"Loja, Ecuador",-3.99313,-79.20422
LuiMigue11,"Loja, Ecuador",-3.99313,-79.20422
johancoronel,"Loja, Ecuador",-3.99313,-79.20422
NathalyMorenoJ2,"Macará, Loja, Ecuador",-4.38181,-79.9437
BismarkRuilova,"Atahualpa, El Oro, Ecuador",-3.54638,-79.71621
LuXaEs,Ecuador,-1.25,-78.25
eliastenoriom,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
HelencitaPi,"Loja, Ecuador",-3.99313,-79.20422
patojap,"Loja, Ecuador",-3.99313,-79.20422
losangelesdcnco,Ecuador,-1.25,-78.25
SPORTINGCLUBSA,"Selva Alegre, Loja, Ecuador",-3.55554,-79.34902
Monsyva,Ecuador,-1.25,-78.25
DavilaAurelio,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
alejandro_punk,"Loja, Ecuador",-3.99313,-79.20422
CNEOrellana,"Orellana, Ecuador",-0.75,-76.41667
Dostoievski1966,Ecuador,-1.25,-78.25
alecevallos25,"Loja, Ecuador",-3.99313,-79.20422
paquinonez,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
jos_1903dario,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
danielitoaleja,"Machala, El Oro, Ecuador",-3.25861,-79.96053
jorgeluisgc7,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
LiliaAriasMedin,"Loja, Ecuador",-3.99313,-79.20422
crudarealidadec,Ecuador,-1.25,-78.25
celi_katty,"Loja, Ecuador",-3.99313,-79.20422
LojaTuristica,"Loja, Ecuador",-3.99313,-79.20422
FreddyRendon92,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
LDULoficial,"Loja, Ecuador",-3.99313,-79.20422
JoseDavidelgato,"Loja, Ecuador",-3.99313,-79.20422
Minotauro8,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
SRobertoJimenez,Ecuador,-1.25,-78.25
frecor2886,"Loja, Ecuador",-3.99313,-79.20422
EducacionZ7_Ec,Ecuador,-1.25,-78.25
kikemedinar,"Loja, Ecuador",-3.99313,-79.20422
Dayanitakerida,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
ordonez_vinicio,"Loja, Ecuador",-3.99313,-79.20422
angelleon1980,"Nuevo Quito, Paquisha, Zamora Chinchipe, Ecuador",-4.00878,-78.60231
Ciclopec21,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Daniel_sama77,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
BelemaJuan,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
KarlaCam30,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
EdithHidalgo2,"Macará, Loja, Ecuador",-4.38181,-79.9437
patorocklan,"Loja, Ecuador",-3.99313,-79.20422
SiAzuay,"Azuay, Ecuador",-2.90055,-79.00453
Juanca2608,"Loja, Ecuador",-3.99313,-79.20422
ArmandoUchuari,"Loja, Ecuador",-3.99313,-79.20422
CaraballoMiguel,"Loja, Ecuador",-3.99313,-79.20422
juankmaldonado4,Ecuador,-1.25,-78.25
lrmendoza2001,"Loja, Ecuador",-3.99313,-79.20422
XavierCastroF,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
victtor93r,"Loja, Ecuador",-3.99313,-79.20422
jaimepala3,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JuventudesEcu,"Quitumbe, Quito, Pichincha, Ecuador",-0.30221,-78.54722
julioGuaranda,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
evivar08,"Loja, Ecuador",-3.99313,-79.20422
ilialvarado10,"Loja, Ecuador",-3.99313,-79.20422
EricEspival,"Portovelo, El Oro, Ecuador",-3.71667,-79.61667
miguerojas30,"Loja, Ecuador",-3.99313,-79.20422
LennaCordovaEC,"Loja, Ecuador",-3.99313,-79.20422
jpgonzanama,"Loja, Ecuador",-3.99313,-79.20422
manukene,Ecuador,-1.25,-78.25
AnaMariaBel,"Loja, Ecuador",-3.99313,-79.20422
avvelasquez,"Loja, Ecuador",-3.99313,-79.20422
MediaLabUTPL,"Loja, Ecuador",-3.99313,-79.20422
abelsuing,"Loja, Ecuador",-3.99313,-79.20422
veroseliza,Ecuador,-1.25,-78.25
TPSanPedro,Ecuador,-1.25,-78.25
Paladines28,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
JPCatamayo,"Catamayo, Loja, Ecuador",-4,-79.36667
MiguelNarvaezC2,"Loja, Ecuador",-3.99313,-79.20422
GathyAstudillo,"Loja, Ecuador",-3.99313,-79.20422
jhonfrodriguezc,"Loja, Ecuador",-3.99313,-79.20422
alesanz_u,"Loja, Ecuador",-3.99313,-79.20422
ClaudiaTocto25,"Loja, Ecuador",-3.99313,-79.20422
radioboqueron,"Catamayo, Loja, Ecuador",-4,-79.36667
germaniaquezada,"Loja, Ecuador",-3.99313,-79.20422
mehcheh,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
pattoburneo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
MaykelHidalgo97,"Loja, Ecuador",-3.99313,-79.20422
eguimauricio,Ecuador,-1.25,-78.25
vcarvajalceli,Ecuador,-1.25,-78.25
MarthaEncarnac1,Ecuador,-1.25,-78.25
fabricioMorocho,"Loja, Ecuador",-3.99313,-79.20422
HopeCely,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
veronicaariasf,"Loja, Ecuador",-3.99313,-79.20422
yefersontorresb,"Loja, Ecuador",-3.99313,-79.20422
Nirva_Natali,"Loja, Ecuador",-3.99313,-79.20422
prendho,Ecuador,-1.25,-78.25
Robinhood199112,"Azuay, Ecuador",-2.90055,-79.00453
johannapatio5,"Yantzaza, Zamora Chinchipe, Ecuador",-3.85,-78.75
sophiapalacios,Ecuador,-1.25,-78.25
Asopasoloja,"Loja, Ecuador",-3.99313,-79.20422
fernandozhingre,"Loja, Ecuador",-3.99313,-79.20422
vilmasanchezn,"El Oro, Ecuador",-3.25861,-79.96053
JP_Chaguarpamba,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
MinAntipersonal,"Loja, Ecuador",-3.99313,-79.20422
BravoEnma,"Loja, Ecuador",-3.99313,-79.20422
Al3j4ndr025,"Sozoranga, Loja, Ecuador",-4.33333,-79.78333
maleremax,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
marypalaciov,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
TPSanLucas,"San Lucas, Loja, Ecuador",-3.7484,-79.2416
1920Marcia,"Loja, Ecuador",-3.99313,-79.20422
CESARCA19427614,"Loja, Ecuador",-3.99313,-79.20422
red__far,"Loja, Ecuador",-3.99313,-79.20422
LuisEduardoTan2,"Loja, Ecuador",-3.99313,-79.20422
LizNagelly,Ecuador,-1.25,-78.25
TenPurunuma,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
Marcovisanchez,"Loja, Ecuador",-3.99313,-79.20422
lucrecast1961,"Loja, Ecuador",-3.99313,-79.20422
freddyvelascoff,"Loja, Ecuador",-3.99313,-79.20422
marlonfgj,"Loja, Ecuador",-3.99313,-79.20422
w_achupallas,Ecuador,-1.25,-78.25
HHCC07,"Loja, Ecuador",-3.99313,-79.20422
RODMAN_PC,Ecuatoriano,-1.58333,-75.25
VivaCatamayoEc,"Catamayo, Loja, Ecuador",-4,-79.36667
AcaroEstefania,"Loja, Ecuador",-3.99313,-79.20422
CsarLuisVallejo,"Loja, Ecuador",-3.99313,-79.20422
AlexisC42871065,"Loja, Ecuador",-3.99313,-79.20422
GabyGuarderasP,"Loja, Ecuador",-3.99313,-79.20422
hacemevelezitos,"San Paulo, Brasil",-23.5475,-46.63611
catg1083,"Loja, Ecuador",-3.99313,-79.20422
juniormora5,"Loja, Ecuador",-3.99313,-79.20422
JosuBurneo,"Loja, Ecuador",-3.99313,-79.20422
soniacncowner,"Valencia, España",39.46975,-0.37739
jvguazha,"Loja, Ecuador",-3.99313,-79.20422
kelvin41935667,"Loja, Ecuador",-3.99313,-79.20422
Pabel2601,"Loja, Ecuador",-3.99313,-79.20422
BandadelNegro,"Loja, Ecuador",-3.99313,-79.20422
apcv2007ana,"Loja, Ecuador",-3.99313,-79.20422
Elizbeth_87,"Espíndola, Loja, Ecuador",-4.6,-79.41667
cineclubcce,"Loja, Ecuador",-3.99313,-79.20422
TCangonama,"Paltas, Loja, Ecuador",-4.06667,-79.63333
YadiYaguana,"Cangonamá, Paltas, Loja, Ecuador",-3.95379,-79.71789
REYSOferrari,"Loja, Ecuador",-3.99313,-79.20422
aitecs_a,"Loja, Ecuador",-3.99313,-79.20422
romeroloj,"Loja, Ecuador",-3.99313,-79.20422
Tp_Boyaca,"Manabí, Ecuador",-0.96212,-80.71271
911_for_PCs,"Loja, Ecuador",-3.99313,-79.20422
AlfredoMIES,"San Lorenzo, Esmeraldas, Ecuador",1.28626,-78.83514
RichardPsicolog,"Loja, Ecuador",-3.99313,-79.20422
Jhonmario_2878,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
YuriJumbo,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Gabriela_BC24,"Machala, El Oro, Ecuador",-3.25861,-79.96053
ritajimbo,"Loja, Ecuador",-3.99313,-79.20422
multicanalEc,"Catamayo, Loja, Ecuador",-4,-79.36667
mariavilla35,"Daule, Ecuador",-1.85,-79.96667
JuventudRCLoja,"Loja, Ecuador",-3.99313,-79.20422
cecibela178,"Loja, Ecuador",-3.99313,-79.20422
YohaDaz,"Loja, Ecuador",-3.99313,-79.20422
JefaturaMachala,"Machala, El Oro, Ecuador",-3.25861,-79.96053
WAVALDU,"Loja, Ecuador",-3.99313,-79.20422
MayroviRomero,"Loja, Ecuador",-3.99313,-79.20422
tanialu33,"Loja, Ecuador",-3.99313,-79.20422
EcuadorAhora,Ecuador,-1.25,-78.25
ManuTenencia,"Saraguro, Loja, Ecuador",-3.65,-79.25
nopiedra,"Loja, Ecuador",-3.99313,-79.20422
Karelizgl,"Loja, Ecuador",-3.99313,-79.20422
daymire,Ecuador,-1.25,-78.25
Biachyc,"Loja, Ecuador",-3.99313,-79.20422
CPA_AngelChocho,Ecuador,-1.25,-78.25
Jotathan_c,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
Rabu_1968,"Catamayo, Loja, Ecuador",-4,-79.36667
Davidpnce,"Loja, Ecuador",-3.99313,-79.20422
radiopoderfm,"Loja, Ecuador",-3.99313,-79.20422
5FerAS,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
ferdanny1993,"Loja, Ecuador",-3.99313,-79.20422
sin_balonazosam,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
nsontaneda,"Loja, Ecuador",-3.99313,-79.20422
MaryuriBH,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
ton61migu,"Loja, Ecuador",-3.99313,-79.20422
FlakEk,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
FRANGORbiomin,"Loja, Ecuador",-3.99313,-79.20422
lojanopineda,"Loja, Ecuador",-3.99313,-79.20422
jorgaf,"Loja, Ecuador",-3.99313,-79.20422
tatiris_mendoza,Ecuador,-1.25,-78.25
favijion,"Loja, Ecuador",-3.99313,-79.20422
mazugg,"Loja, Ecuador",-3.99313,-79.20422
santi199015,"Pichincha, Ecuador",-0.22985,-78.52495
Santiag81595828,"Loja, Ecuador",-3.99313,-79.20422
andrekrisjunior,Ecuador,-1.25,-78.25
CesarTorres91A,"Loja, Ecuador",-3.99313,-79.20422
Paulixim75,"Loja, Ecuador",-3.99313,-79.20422
Nelvo2,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
santiagoerraez,"Loja, Ecuador",-3.99313,-79.20422
ab_teranlozano,"Loja, Ecuador",-3.99313,-79.20422
LOJAEc,"Loja, Ecuador",-3.99313,-79.20422
yadilu14,Ecuador,-1.25,-78.25
Arianajose05,Ecuador,-1.25,-78.25
marthalozano_e,"Loja, Ecuador",-3.99313,-79.20422
sole9791,"Loja, Ecuador",-3.99313,-79.20422
YessiJima,"Loja, Ecuador",-3.99313,-79.20422
DaisyAlejandro7,Ecuador,-1.25,-78.25
SilviaE40288825,Ecuador,-1.25,-78.25
